Id;DistrictId;Rooms;Square;LifeSquare;KitchenSquare;Floor;HouseFloor;HouseYear;Ecology_1;Ecology_2;Ecology_3;Social_1;Social_2;Social_3;Healthcare_1;Helthcare_2;Shops_1;Shops_2;LifeSquare_nan;Healthcare_1_nan;Rooms_outlier;Square_outlier;KitchenSquare_outlier;LifeSquare_outlier;HouseFloor_outlier;Floor_outlier;HouseYear_outlier;LifeSquare/Square;Square/Rooms;NonresidentialSquare;floor_cat;house_age;age_cat
9779;1;0.14575695;0.04010364;-0.011918226;-0.5635965;0.21585833;0.6929168;1977;-0.9405719;0;0;1;264;0;-0.17029193;0;1;0;0;1;0;0;1;0;0;0;0;-0.16306801;-0.43777195;0.21566835;3;44;6
15164;69;1.3803607;1.4652619;2.044155;1.4529027;0.020339765;0.19507481;2003;-0.21558674;0;0;23;4635;5;3.0433514;2;4;0;0;0;0;0;0;0;0;0;0;0.78449804;-0.5401112;0.0037332391;3;18;4
1608;45;-1.0888468;-0.7354186;-0.011918226;-0.5635965;-1.3482901;-1.9622405;2015;0.6439321;0;0;23;5212;6;-0.17029193;3;2;0;0;1;0;0;1;0;0;1;0;1.7083973;1.0877442;-1.1088035;1;6;2
3094;41;1.3803607;0.85253036;0.7551159;0.24300319;-0.17517878;0.5269695;1988;0.46985734;0;0;36;10055;3;-0.17029193;1;0;0;0;1;0;0;0;0;0;0;0;-0.16317488;-0.9232038;0.6031211;3;33;5
3158;52;0.14575695;0.34796134;0.5342947;-0.5635965;-0.17517878;0.6929168;2015;2.1168098;0;0;34;7065;1;-0.37114465;2;5;0;0;0;0;0;1;1;0;0;0;0.28701335;-0.14905317;0.16650897;3;6;2
4764;27;0.14575695;0.6725675;-0.20999633;-0.5635965;0.21585833;0.6929168;2016;-0.8521769;0;0;2;469;0;-0.17029193;0;0;0;0;1;0;0;1;0;0;0;0;-1.444473;0.15537283;1.5043116;3;5;1
12803;6;0.14575695;-0.20420548;-0.011918226;-0.5635965;0.21585833;0.6929168;1977;1.0422316;0;0;5;1564;0;-0.65233845;0;0;0;0;0;0;0;1;0;0;0;0;0.3197265;-0.6668928;-0.20157379;3;44;6
4715;27;-1.0888468;-0.97906864;-0.8159905;-0.5635965;0.8024139;0.6929168;1977;-0.9025102;0;0;4;915;0;-0.17029193;0;0;0;0;1;0;0;1;1;0;0;0;0.28701335;0.63073874;-0.6785699;4;44;6
1204;27;0.14575695;1.8102931;2.0222523;1.0496029;-0.17517878;-0.96655655;2016;-0.36692348;0;0;11;3097;0;-0.17029193;0;0;0;0;1;0;0;0;1;0;1;0;0.28701335;1.2223681;0.712388;3;5;1
5314;90;1.3803607;1.8174464;2.1386526;0.24300319;-0.957253;-1.2984512;1977;1.0659752;0;1;22;3151;4;2.2600257;3;3;0;0;0;0;0;0;0;0;0;1;0.4222155;-0.3199178;0.794766;2;44;6
11328;74;-1.0888468;-0.8640914;-0.6989984;-0.5635965;1.7800066;0.6929168;1977;1.5988576;0;0;35;7715;4;-0.049780294;0;6;0;0;0;0;0;1;1;0;1;0;0.28701335;0.8463974;-0.6053502;5;44;6
581;128;0.14575695;-0.033672478;0.03414862;0.646303;0.8024139;0.6929168;1990;-1.0003908;0;0;27;4798;0;-1.3352376;2;8;0;0;0;0;0;0;0;0;0;0;0.06583286;-0.5069615;-0.24784121;4;31;5
6333;27;0.14575695;0.47550783;0.66407615;-0.5635965;-0.5662159;-1.2984512;2017;-0.8521769;0;0;2;469;0;-0.17029193;0;0;0;0;1;0;0;1;1;0;0;0;0.28701335;-0.029436016;0.24773331;3;4;1
10283;19;1.3803607;1.2325484;1.4503001;0.646303;-0.957253;-1.1325039;1977;1.5988576;0;0;35;7715;4;-0.049780294;0;6;0;0;0;0;0;0;0;0;0;1;0.30937406;-0.6856087;0.42405546;2;44;6
9504;177;0.14575695;-0.68563294;-0.19901234;-0.96689624;-1.1527716;-1.2984512;1964;-1.0003908;0;0;36;6714;2;2.2024481;0;2;0;0;0;0;0;0;0;0;0;0;1.0842406;-1.1183908;-0.7305051;2;57;8
13731;105;-1.0888468;-1.1176795;-0.7976782;-0.96689624;-0.17517878;-0.63466185;1974;-0.4153285;0;0;31;6119;4;-0.17029193;1;2;0;0;1;0;0;0;0;0;0;0;0.7713503;0.37075135;-0.83823025;3;47;7
1878;107;1.3803607;0.078720756;0.8114273;-0.96689624;-0.957253;-1.2984512;1963;-0.5781669;0;0;21;4231;14;-0.009609752;0;3;0;0;0;0;0;0;0;0;0;0;1.3389435;-1.407006;-0.48867556;2;58;8
3397;18;-1.0888468;-0.79055417;-0.9822755;0.24300319;0.8024139;0.6929168;1999;-1.0003908;0;0;30;5562;0;-0.17029193;0;5;1;0;1;0;0;0;0;0;0;0;-0.64970696;0.98432857;-0.37426975;4;22;4
12675;21;-1.0888468;-1.0714213;-1.0299184;-0.5635965;-0.957253;-0.63466185;1971;0.6330827;0;0;47;8004;3;-1.2080309;3;5;0;0;0;0;0;0;0;0;0;0;-0.06942269;0.4575163;-0.6111177;2;50;7
3972;94;-1.0888468;-1.3036487;-1.2454216;-0.5635965;-0.17517878;-0.63466185;1975;0.06941201;0;0;43;8429;3;-0.17029193;3;9;0;0;1;0;0;0;0;0;0;0;-0.044947688;0.02193561;-0.7808919;3;46;7
8134;88;1.3803607;1.7235221;1.9339607;-0.5635965;-0.5662159;0.6929168;2015;0.06941201;0;0;43;8429;3;-0.17029193;3;9;0;0;1;0;0;1;1;0;0;0;0.28701335;-0.37864146;1.0424937;3;6;2
820;119;0.14575695;-0.43318278;0.14186534;-0.96689624;-0.5662159;-1.2984512;1960;-0.99203086;0;0;42;7651;1;-0.17029193;1;5;0;0;1;0;0;0;0;0;0;0;1.2005191;-0.881635;-0.6581602;3;61;8
2585;1;1.3803607;1.7718511;1.1253521;1.8562024;1.7800066;0.6929168;2013;-0.9405719;0;0;1;264;0;-0.17029193;0;1;0;0;1;0;0;0;0;0;1;0;-0.78565896;-0.34842494;1.3981123;5;8;2
11276;74;0.14575695;1.0080472;-0.011918226;-0.5635965;0.020339765;0.6929168;1977;-0.3639413;0;0;6;1437;3;-0.17029193;0;2;0;0;1;0;0;1;0;0;0;0;-1.5165408;0.46999636;1.8687658;3;44;6
13331;27;-1.0888468;-0.7067861;-0.5389364;-0.5635965;-0.5662159;-0.63466185;2017;-0.39435473;0;0;2;629;1;-0.17029193;0;0;1;0;1;0;0;1;1;0;0;0;0.28701335;1.1414492;-0.5051752;3;4;1
5186;31;1.3803607;0.41188005;1.1176753;-0.5635965;0.21585833;-0.63466185;1977;0.27073357;0;1;32;5889;10;-0.26402318;4;1;0;0;0;0;0;0;0;0;1;0;1.183562;-1.1987077;-0.3383823;3;44;6
2365;21;1.3803607;1.382558;1.1215184;1.8562024;1.193451;0.19507481;2007;-0.7120479;0;0;25;5487;3;-0.17029193;0;4;0;0;1;0;0;0;0;0;0;0;-0.34523943;-0.5918194;0.7372953;4;14;3
15678;101;0.14575695;-0.78642917;-0.6538854;-0.5635965;-0.17517878;-0.13681987;1970;0.8962643;1;0;41;6558;7;0.6973918;3;2;0;0;0;0;0;0;0;0;0;0;0.19846706;-1.2129208;-0.5202001;3;51;7
7375;181;0.14575695;-0.31823802;-0.29685766;-0.16029663;0.21585833;-0.63466185;1966;-1.0003908;0;0;8;1423;37;-0.62288004;1;8;0;0;0;0;0;0;0;0;0;0;-0.046760958;-0.7738362;-0.19274306;3;55;7
10952;45;1.3803607;1.2736474;1.4762024;-0.5635965;-0.7617344;-0.13681987;1977;0.6439321;0;0;23;5212;6;-0.17029193;3;2;0;0;1;0;0;1;1;0;0;0;0.28701335;-0.6599126;0.7560046;2;44;6
5197;11;1.3803607;0.9062839;2.021463;0.24300319;-1.3482901;-1.2984512;1963;-0.67541665;0;0;28;6533;1;-0.016304843;2;5;0;0;0;0;0;0;0;0;0;0;1.6823144;-0.88959605;-0.638007;1;58;8
8144;23;-1.0888468;-1.4610592;-1.3064274;-0.5635965;-0.7617344;0.36102214;2017;-0.70932174;0;0;0;168;0;-0.17029193;0;0;0;0;1;0;0;1;1;0;0;0;0.28701335;-0.27331337;-0.9855111;2;4;1
697;73;-1.0888468;-0.9126273;-0.98165107;0.646303;-0.37069732;-0.13681987;1970;-0.6473765;0;0;37;6856;84;1.2222869;2;5;0;0;0;0;0;0;0;0;0;0;-0.35663855;0.7553604;-0.67974985;3;51;7
9508;34;1.3803607;1.6430333;1.333071;1.0496029;0.020339765;-0.63466185;2005;-0.41454723;0;0;53;13670;4;-0.17029193;1;11;0;0;1;0;0;0;0;0;0;0;-0.37947962;-0.42896467;1.1521524;3;16;4
10178;57;-1.0888468;-1.1022261;-1.4162023;-0.16029663;-0.7617344;-1.2984512;1977;0.118456185;0;0;49;11395;3;0.5072512;3;4;1;0;0;0;0;0;0;0;0;1;-1.1454333;0.3997368;-0.35347378;2;44;6
13533;27;0.14575695;0.47619212;0.66477233;-0.5635965;2.3665624;1.5226536;2017;0.7751224;0;0;9;1892;0;-0.17029193;0;1;0;0;1;0;0;1;1;0;0;0;0.28701335;-0.028794255;0.24816917;5;4;1
2599;1;-1.0888468;0.19447201;-0.011918226;-0.5635965;-1.3482901;-1.9622405;1977;-0.9405719;0;0;1;264;0;-0.17029193;0;1;0;0;1;0;0;1;0;0;1;0;-0.43162453;2.8319063;0.4793056;1;44;6
910;61;0.14575695;-0.31613755;-0.04500253;-0.5635965;0.020339765;-0.13681987;1979;1.5219535;0;0;52;10311;6;-0.17029193;1;9;0;0;1;0;0;0;0;0;0;0;0.49686065;-0.7718663;-0.35791257;3;42;6
2325;8;0.14575695;-0.18117027;0.071885034;0.24300319;0.21585833;0.19507481;1976;2.8477182;0;1;26;4439;1;0.13768223;1;5;0;0;0;0;0;0;0;0;0;0;0.4448244;-0.64528966;-0.4431244;3;45;6
10522;59;-1.0888468;-0.8778222;-0.9607562;0.646303;1.193451;0.19507481;1974;1.5988576;0;0;35;7715;4;-0.049780294;0;6;0;0;0;0;0;0;0;0;1;0;-0.3861728;0.82064295;-0.64230174;4;47;7
10626;44;-1.0888468;-0.96907586;-1.1405169;0.646303;0.6068954;-0.13681987;1972;-0.6970074;0;0;24;4378;0;0.011814536;1;1;0;0;0;0;0;0;0;0;0;0;-0.66054916;0.64948183;-0.60893637;4;49;7
10818;128;0.14575695;0.08898897;0.10891441;0.646303;0.21585833;0.6929168;1996;-1.0003908;0;0;27;4798;0;-1.3352376;2;8;0;0;0;0;0;0;0;0;0;0;-0.020982105;-0.39192572;-0.11705144;3;25;4
8734;44;0.14575695;-0.53086734;-0.6576671;-0.5635965;-0.957253;0.5269695;1974;0.025860801;0;0;25;4724;2;0.37602744;1;3;0;0;0;0;0;0;0;0;0;0;-0.4142037;-0.9732467;-0.079759546;2;47;7
8339;85;1.3803607;1.3342772;1.5101491;1.0496029;0.99793243;0.5269695;1981;-0.68814224;0;0;52;11217;1;1.7043333;1;7;0;0;0;0;0;0;0;0;0;0;0.2489222;-0.62200564;0.43845603;4;40;5
16376;79;0.14575695;-0.12403931;-0.0096539715;0.646303;-0.5662159;0.6929168;2015;0.4197689;0;0;19;3856;10;-0.17029193;2;5;0;0;1;0;0;0;0;0;0;0;0.15728906;-0.59171045;-0.35606804;3;6;2
13384;70;0.14575695;-0.29000276;-0.24536462;0.24300319;1.9755251;1.5226536;1984;-0.9818154;0;0;39;7614;3;-0.17029193;1;5;1;0;1;0;0;0;0;0;0;0;0.005625008;-0.74735624;-0.29506287;5;37;5
14950;78;-1.0888468;-0.88207227;-0.71729434;0.646303;-0.37069732;-0.13681987;1967;-0.22526152;0;0;21;4346;2;-1.1544702;1;2;0;0;0;0;0;0;1;0;0;0;0.28701335;0.81267136;-0.905823;3;54;7
2776;6;-1.0888468;-0.98451316;-0.82153034;-0.5635965;-0.7617344;0.6929168;1977;1.0422316;0;0;5;1564;0;-0.65233845;0;0;0;0;0;0;0;1;1;0;0;0;0.28701335;0.6205267;-0.68203723;2;44;6
13951;45;-1.0888468;-0.92481995;-0.76079106;-0.5635965;3.1486366;1.8545482;2017;0.6439321;0;0;23;5212;6;-0.17029193;3;2;0;0;1;0;0;1;1;0;0;0;0.28701335;0.7324911;-0.64402336;5;4;1
13866;94;0.14575695;0.48878503;0.51722986;0.646303;1.584488;0.5269695;1972;1.3747659;0;0;33;8667;2;-0.17029193;0;6;0;0;1;0;0;0;0;0;0;0;0.015535657;-0.01698422;0.13595374;5;49;7
11064;67;0.14575695;-0.0072069243;0.0716944;0.646303;0.020339765;0.5269695;1978;-0.93554974;0;0;38;4788;2;-0.17029193;0;4;0;0;1;0;0;0;0;0;0;0;0.088523686;-0.48214132;-0.24216206;3;43;6
14045;67;1.3803607;0.55688703;0.6130967;0.24300319;0.21585833;-0.63466185;1977;-0.15668462;0;0;43;7227;0;-0.17029193;1;6;1;0;1;0;0;0;0;0;0;0;0.06469526;-1.1080464;0.24769472;3;44;6
5970;30;1.3803607;1.2629163;-0.011918226;1.4529027;0.21585833;1.5226536;1977;-0.9997343;0;0;22;6398;141;0.025204718;3;23;0;0;0;0;0;0;0;0;0;0;-1.7738918;-0.6666218;1.8223389;3;44;6
8527;14;-1.0888468;-1.1653284;-1.1501751;-0.96689624;-0.7617344;-1.2984512;1962;-0.6473765;0;0;37;6856;84;1.2222869;2;5;0;0;0;0;0;0;0;0;0;0;-0.16329363;0.28137815;-0.548576;2;59;8
7397;2;-1.0888468;-1.277472;-1.3645725;-0.96689624;-0.7617344;-1.2984512;1968;1.5988576;0;0;35;7715;4;-0.049780294;0;6;0;0;0;0;0;0;0;0;0;0;-0.5214456;0.07103443;-0.5144296;2;53;7
5350;87;0.14575695;-0.5138618;-0.11993382;-0.96689624;-0.5662159;-0.63466185;1977;-0.15668462;0;0;43;7227;0;-0.17029193;1;6;1;0;1;0;0;0;0;0;0;0;0.80810916;-0.95729834;-0.52038294;3;44;6
1018;3;0.14575695;-0.31481242;-0.19377033;-0.96689624;-0.5662159;-1.2984512;1967;1.2260319;0;0;37;5288;0;1.2182698;3;2;0;0;0;0;0;0;0;0;1;0;0.17027052;-0.77062356;-0.102718696;3;54;7
14359;30;0.14575695;0.029807022;0.21056497;-0.5635965;1.7800066;0.6929168;2016;-0.9997343;0;0;22;6398;141;0.025204718;3;23;0;0;0;0;0;1;1;0;1;0;0.28701335;-0.44742844;-0.036097962;5;5;1
14910;1;-1.0888468;-0.90037394;-0.011918226;-0.5635965;1.584488;0.6929168;1977;-0.9405719;0;0;1;264;0;-0.17029193;0;1;0;0;1;0;0;1;0;0;0;0;2.2738006;0.77834356;-1.3905216;5;44;6
3311;105;1.3803607;0.3444017;0.89193594;-0.96689624;0.21585833;-0.63466185;1971;-0.6624004;0;0;25;3478;11;2.278772;3;1;0;0;0;0;0;0;0;0;0;0;0.923981;-1.2408967;-0.119675465;3;50;7
10186;18;-1.0888468;-0.8959688;-0.91894376;0.24300319;0.020339765;0.19507481;1987;-1.0003908;0;0;30;5562;0;-0.17029193;0;5;1;0;1;0;0;0;0;0;0;0;-0.22653666;0.78660613;-0.62096334;3;34;5
10007;52;0.14575695;-0.41572183;0.09912278;-0.5635965;-0.7617344;-1.4643985;1965;2.1168098;0;0;34;7065;1;-0.37114465;2;5;0;0;0;0;0;0;0;0;0;0;1.0581762;-0.8652596;-0.6796905;2;56;8
11236;1;1.3803607;1.3307123;-0.011918226;1.0496029;-0.17517878;0.6929168;2016;-0.9405719;0;0;1;264;0;-0.17029193;0;1;0;0;1;0;0;0;0;0;0;0;-1.8374046;-0.62423444;2.0344648;3;5;1
9026;37;0.14575695;0.95966476;0.76849025;2.2595022;-0.5662159;-0.13681987;2013;0.073071316;0;0;28;7287;5;-0.94692236;1;3;0;0;0;0;0;0;0;0;0;0;-0.29470652;0.4246218;0.2903087;3;8;2
7979;6;-1.0888468;-0.4484109;-0.011918226;-0.5635965;2.3665624;2.0204957;1977;1.0422316;0;0;5;1564;0;-0.65233845;0;0;0;0;0;0;0;1;0;0;0;0;0.88998246;1.6260743;-0.6186388;5;44;6
13718;23;1.3803607;1.2460006;-0.011918226;-0.5635965;0.020339765;2.0204957;1977;-0.3639413;0;0;6;1437;3;-0.17029193;0;2;0;0;1;0;0;1;0;0;0;0;-1.7577386;-0.677198;2.2751536;3;44;6
12294;37;-1.0888468;-1.3716551;-1.1969107;-0.5635965;-0.17517878;-0.80060923;1964;0.5022929;0;0;18;3594;4;-1.1183167;1;5;0;0;0;0;0;0;0;0;0;0;0.3514884;-0.10562142;-0.9480978;3;57;8
3348;35;1.3803607;0.2715556;0.89751923;-0.5635965;0.21585833;-0.63466185;1969;-0.2525653;0;0;33;7976;5;-0.17029193;0;11;0;0;1;0;0;0;0;0;1;0;1.0811294;-1.2864416;-0.3463029;3;52;7
8961;27;-1.0888468;-1.2535213;-1.0952528;-0.5635965;-0.957253;-1.2984512;1965;0.7751224;0;0;9;1892;0;-0.17029193;0;1;0;0;1;0;0;0;1;0;0;0;0.28701335;0.11595775;-0.8533469;2;56;8
8294;9;1.3803607;0.6940912;0.78436095;0.646303;0.8024139;-0.13681987;2008;0.35627958;0;0;25;5648;1;-1.3352376;2;4;0;0;0;0;0;0;0;0;1;0;0.123376615;-1.0222634;0.20540817;4;13;3
6635;96;0.14575695;0.11388514;0.18046172;0.24300319;-0.957253;-0.63466185;1999;-0.65506333;0;0;53;14892;4;-0.17029193;1;4;0;0;1;0;0;0;0;0;0;0;0.06863767;-0.36857727;-0.053501073;2;22;4
6404;119;-1.0888468;-0.86745054;-0.8364317;0.646303;0.41137686;0.5269695;1978;-0.71908426;0;0;66;10573;1;0.3947737;3;8;0;0;0;0;0;0;0;0;0;0;-0.07541646;0.84009683;-0.7554499;4;43;6
322;1;0.14575695;0.4970836;0.68603015;-0.5635965;0.41137686;1.1907588;1977;-0.9405719;0;0;1;264;0;-0.17029193;0;1;0;0;1;0;0;1;1;0;0;0;0.28701335;-0.009201547;0.26147306;4;44;6
6119;67;0.14575695;-0.40582418;-0.43947026;-0.96689624;-0.957253;-0.63466185;1978;-0.93554974;0;0;38;4788;2;-0.17029193;0;4;0;0;1;0;0;0;0;0;0;0;-0.17767867;-0.85597724;0.00046606697;2;43;6
2749;130;-1.0888468;-1.1186502;-0.7202478;-0.96689624;0.21585833;-0.63466185;1962;0.8342375;0;0;21;4472;6;0.566168;4;7;1;0;0;0;0;0;0;0;1;0;1.0100425;0.3689306;-0.9213897;3;59;8
2926;27;0.14575695;0.528995;-0.011918226;-0.5635965;0.020339765;-0.13681987;1977;-0.8521769;0;0;2;469;0;-0.17029193;0;0;0;0;1;0;0;1;0;1;0;0;-0.93600017;0.020725949;1.050619;3;44;6
14638;1;0.14575695;0.6146285;0.8056348;-0.5635965;-0.5662159;0.6929168;2018;-0.9405719;0;0;1;264;0;-0.17029193;0;1;0;0;1;0;0;1;1;0;0;0;0.28701335;0.10103579;0.33632806;3;3;1
970;129;0.14575695;-0.39561385;0.0011886138;-0.5635965;0.020339765;-0.63466185;1969;-0.8261888;0;0;24;5613;5;0.41887602;2;5;0;0;0;0;0;0;0;0;0;0;0.7874335;-0.8464017;-0.54226565;3;52;7
961;23;-1.0888468;-1.4366664;-2.471242;-0.5635965;-0.5662159;0.36102214;2014;-0.70932174;0;0;0;168;0;-0.17029193;0;0;0;0;1;0;0;1;0;0;0;0;-4.006877;-0.2275608;0.28220803;3;7;2
13836;74;1.3803607;1.3219467;1.2940239;1.0496029;0.41137686;0.6929168;1991;2.1168098;0;0;34;7065;1;-0.37114465;2;5;0;0;0;0;0;0;0;0;0;0;-0.03144493;-0.62971485;0.64488655;4;30;5
8110;2;0.14575695;0.096176304;0.36864904;0.646303;1.584488;0.5269695;1980;0.096640125;0;0;39;10418;9;-0.17029193;1;9;0;0;0;0;0;0;0;0;1;0;0.45892683;-0.38518518;-0.37816793;5;41;6
11;9;1.3803607;1.1703614;1.1680825;1.0496029;1.193451;0.19507481;1996;-0.41454723;0;0;53;13670;4;-0.17029193;1;11;0;0;1;0;0;0;0;0;0;0;-0.0023191867;-0.72448915;0.51856565;4;25;4
2405;105;1.3803607;-0.0229231;0.25822222;-0.96689624;-0.5662159;-1.2984512;1961;-0.4153285;0;0;31;6119;4;-0.17029193;1;2;0;0;1;0;0;0;0;0;0;0;0.48670894;-1.470556;-0.07997509;3;60;8
10967;27;0.14575695;0.1871616;-0.011918226;-0.5635965;0.41137686;0.6929168;1977;0.7751224;0;0;9;1892;0;-0.17029193;0;1;0;0;1;0;0;1;0;0;0;0;-0.41946894;-0.2998563;0.4668205;4;44;6
10465;9;0.14575695;-0.5072337;-0.18367477;-0.5635965;-0.17517878;-0.63466185;1977;0.092482336;0;0;8;1986;0;-0.17029193;0;0;0;0;1;0;0;0;0;0;0;0;0.64228153;-0.9510823;-0.5383116;3;44;6
14573;28;0.14575695;-0.7811271;-0.68695295;-0.96689624;-0.5662159;-1.2984512;1960;-0.0048208116;0;0;30;6207;1;0.2086502;1;0;0;0;0;0;0;0;0;0;0;0;0.09845927;-1.2079483;-0.37999797;3;61;8
6250;9;1.3803607;1.4388176;-0.011918226;-0.5635965;-1.3482901;-1.9622405;1977;0.35627958;0;0;25;5648;1;-1.3352376;2;4;0;0;0;0;0;1;0;0;1;0;-1.9347875;-0.5566446;2.6044552;1;44;6
12428;94;0.14575695;-0.88677025;-0.588916;-0.5635965;0.8024139;0.19507481;1982;1.3747659;0;0;33;8667;2;-0.17029193;0;6;0;0;1;0;0;0;0;0;0;0;0.6502168;-1.3070238;-0.75995266;4;39;5
10773;77;1.3803607;1.3299118;1.0534525;1.0496029;1.584488;0.6929168;1984;1.5041652;0;0;16;4048;3;-0.17029193;1;3;0;0;1;0;0;0;0;0;0;0;-0.37261245;-0.62473494;0.9117102;5;37;5
4038;6;0.14575695;-0.07395903;0.10498051;-0.5635965;-0.7617344;0.6929168;2015;1.0422316;0;0;5;1564;0;-0.65233845;0;0;0;0;0;0;0;1;1;0;0;0;0.28701335;-0.54474354;-0.10217827;2;6;2
14480;7;0.14575695;-0.10799733;-0.25781715;0.24300319;0.6068954;-0.13681987;1983;-0.7052132;0;0;42;9292;3;2.1328192;0;3;0;0;0;0;0;0;0;0;0;0;-0.3779941;-0.57666576;0.02888146;4;38;5
4811;23;2.6149642;3.0718443;3.305911;-0.5635965;-1.3482901;-1.6303458;2016;-0.70932174;0;0;0;168;0;-0.17029193;0;0;0;0;1;0;0;1;1;0;0;0;0.28701335;-0.506208;1.9011322;1;5;1
8704;6;1.3803607;1.6127113;-0.011918226;-0.5635965;0.8024139;0.6929168;1977;1.0422316;0;0;5;1564;0;-0.65233845;0;0;0;0;0;0;0;1;0;0;0;0;-2.0821342;-0.44792268;2.9014385;4;44;6
11200;66;2.6149642;0.5924652;1.261979;-0.96689624;-0.17517878;-0.63466185;1968;-0.06285632;0;0;50;12238;8;1.2624574;2;3;0;0;0;0;0;0;0;0;0;0;1.0752324;-1.6688284;-0.0855212;3;53;7
7836;18;0.14575695;0.0421643;-0.18724817;0.646303;0.99793243;2.0204957;2001;-1.0003908;0;0;30;5562;0;-0.17029193;0;5;1;0;1;0;0;0;0;0;0;0;-0.50534403;-0.4358394;0.114714;4;20;4
67;41;-1.0888468;-0.9483167;-1.241226;0.24300319;-1.3482901;0.6929168;1985;-0.6970074;0;0;24;4378;0;0.011814536;1;1;0;0;0;0;0;0;0;0;0;0;-0.99321526;0.688419;-0.37113783;1;36;5
12460;90;-1.0888468;-1.0903054;-0.89070374;0.646303;0.020339765;-0.13681987;1972;1.2260319;0;0;37;5288;0;1.2182698;3;2;0;0;0;0;0;0;0;0;0;0;0.4023847;0.42209592;-1.0789258;3;49;7
12664;34;0.14575695;0.13987362;0.013389751;0.646303;1.584488;0.6929168;1995;-0.41454723;0;0;53;13670;4;-0.17029193;1;11;0;0;1;0;0;0;0;0;0;0;-0.29212376;-0.34420446;0.07039899;5;26;5
2332;9;0.14575695;0.3998391;-2.4890316;-0.5635965;-1.3482901;-1.9622405;1977;0.35627958;0;0;25;5648;1;-1.3352376;2;4;0;0;0;0;0;1;0;0;1;0;-5.0516877;-0.100400545;3.4373996;1;44;6
16127;119;0.14575695;-0.82877123;-0.5656516;-0.16029663;-1.1527716;-0.63466185;1963;-0.99203086;0;0;42;7651;1;-0.17029193;1;5;0;0;1;0;0;0;0;0;0;0;0.54602796;-1.2526305;-0.7817276;2;58;8
13891;34;-1.0888468;-0.72689927;-1.0630741;1.0496029;2.7575994;1.5226536;2004;-0.41454723;0;0;53;13670;4;-0.17029193;1;11;0;0;1;0;0;0;0;0;1;0;-0.99569505;1.1037238;-0.37319165;5;17;4
4915;74;0.14575695;1.3489411;-0.011918226;-0.5635965;0.8024139;-0.13681987;1977;-0.3639413;0;0;6;1437;3;-0.17029193;0;2;0;0;1;0;0;1;0;1;1;0;-1.8541542;0.7896975;2.4509597;4;44;6
6151;2;0.14575695;-0.7241433;-0.5759376;-0.5635965;0.41137686;0.19507481;1975;1.5988576;0;0;35;7715;4;-0.049780294;0;6;0;0;0;0;0;0;0;0;0;0;0.23781636;-1.154507;-0.49587178;4;46;7
8409;86;1.3803607;0.7204382;1.0914128;0.646303;0.41137686;2.0204957;2006;0.3600071;0;1;31;7010;5;4.6608853;3;7;0;0;0;0;0;0;0;0;0;0;0.57044834;-1.0057907;-0.072791725;4;15;3
4882;21;-1.0888468;-0.8924386;-0.95382285;-0.16029663;1.193451;0.19507481;2012;0.6330827;0;0;47;8004;3;-1.2080309;3;5;0;0;0;0;0;0;0;0;0;0;-0.330928;0.7932276;-0.48188046;4;9;2
15155;125;0.14575695;-0.5545344;-0.068461396;-0.96689624;-0.957253;-1.2984512;1967;-0.6624004;0;0;25;3478;11;2.278772;3;1;0;0;0;0;0;0;0;0;0;0;1.037016;-0.9954424;-0.64402425;2;54;7
793;66;-1.0888468;-1.2257916;-1.128814;-0.96689624;-0.957253;-1.2984512;1965;0.3600071;0;1;31;7010;5;4.6608853;3;7;0;0;0;0;0;0;0;0;0;0;0.08862937;0.16796952;-0.67432207;2;56;8
16673;13;1.3803607;1.6888558;1.5914112;0.24300319;0.21585833;0.19507481;1991;-0.23778865;0;0;74;19083;2;-0.17029193;5;15;0;0;1;0;0;0;0;0;0;0;-0.103846945;-0.40031543;1.1511681;3;30;5
13911;113;0.14575695;-0.5028987;-0.3326245;-0.5635965;-1.1527716;-1.2984512;1961;-0.49013895;0;0;15;2787;2;-0.6791188;0;7;0;0;0;0;0;1;0;0;0;0;0.2843374;-0.9470168;-0.3741266;2;60;8
11769;75;0.14575695;0.59097224;0.64552563;0.24300319;-0.5662159;-1.2984512;1977;1.5819553;0;1;30;5048;9;-0.94022727;2;5;0;0;0;0;0;0;0;0;0;1;0.063016765;0.0788502;0.27177292;3;44;6
494;1;1.3803607;1.5867745;1.772685;5.082601;-0.5662159;0.6929168;1977;-0.9405719;0;0;1;264;0;-0.17029193;0;1;0;0;1;0;0;0;0;0;0;0;0.25825277;-0.46413887;-0.37006542;3;44;6
3136;3;-1.0888468;-1.1029409;-1.0751449;-0.5635965;-0.957253;-0.63466185;1978;-0.5728921;0;0;43;10621;1;-1.3352376;2;3;0;0;0;0;0;0;0;0;0;0;-0.114636324;0.39839596;-0.6173441;2;43;6
7829;99;0.14575695;-0.3689572;0.09491724;-0.96689624;-0.17517878;-0.63466185;1972;-0.89675903;0;0;35;5776;1;1.4070714;2;4;0;0;0;0;0;0;0;0;0;0;0.93030906;-0.82140225;-0.49905628;3;49;7
16254;42;-1.0888468;-0.94395566;-1.0341024;-0.16029663;-0.37069732;0.19507481;2006;0.32870892;0;0;21;5731;0;-0.17029193;1;0;0;0;1;0;0;0;0;0;0;0;-0.42341137;0.6965988;-0.485363;3;15;3
